Symbol,Date,Open,High,Low,Close,Volume
GRCYU,7-Aug-20,9.98,9.99,9.97,9.97,8400
GRFS,7-Aug-20,18.31,18.38,18.16,18.24,560500
GRID,7-Aug-20,60.92,61.6141,60.92,61.6141,2900
GRIF,7-Aug-20,51.85,55.2649,51.01,52.97,10400
GRIL,7-Aug-20,2.12,2.18,2.09,2.12,54900
GRIN,7-Aug-20,3.64,3.8184,3.45,3.645,58000
GRMN,7-Aug-20,102.29,102.48,101.45,101.89,681100
GRNQ,7-Aug-20,0.8,0.864,0.8,0.8301,99200
GRNVR,7-Aug-20,0.28,0.28,0.28,0.28,500
GRNVW,7-Aug-20,0.3,0.3,0.2987,0.2988,1400
GROW,7-Aug-20,3.51,3.55,3.4342,3.52,42400
GRPN,7-Aug-20,22,26.45,21.33,25.77,38209800
GRSVU,7-Aug-20,10.1,10.25,10.07,10.24,539500
GRTS,7-Aug-20,3.67,3.82,3.57,3.68,973500
GRTX,7-Aug-20,7.54,8.0046,7.54,7.96,14700
GRVY,7-Aug-20,76.25,83.05,76.25,78.99,89400
GRWG,7-Aug-20,8.6,9.04,8.56,9.03,902500
GSBC,7-Aug-20,37.14,38.99,37.14,38.94,23400
GSHD,7-Aug-20,105.53,107,104.6,105.67,123200
GSIT,7-Aug-20,6.16,6.16,5.99,6.09,39600
GSKY,7-Aug-20,5.97,6.21,5.86,6.2,439000
GSM,7-Aug-20,0.52,0.65,0.52,0.548,8199600
GSMG,7-Aug-20,3.83,3.885,3.83,3.84,6400
GSMGW,7-Aug-20,0.0897,0.0897,0.0707,0.0897,31900
GSUM,7-Aug-20,0.7245,0.7364,0.703,0.706,107000
GT,7-Aug-20,9.18,9.46,9.14,9.46,2585300
GTEC,7-Aug-20,3.31,3.31,3.07,3.21,21200
GTH,7-Aug-20,13.9,13.97,13.25,13.51,107300
GTHX,7-Aug-20,16.42,16.81,15.29,15.65,1347500
GTIM,7-Aug-20,1.12,1.14,1.0867,1.14,29600
GTLS,7-Aug-20,71.06,74.17,70.97,73.95,416100
GTYH,7-Aug-20,3.5,4,3.5,3.99,329700
GURE,7-Aug-20,5.9,6,5.8028,5.96,9300
GVP,7-Aug-20,1.02,1.1,0.96,0.9706,222600
GWGH,7-Aug-20,7.2988,7.35,7.225,7.35,1600
GWPH,7-Aug-20,120.7,121.15,107,109.37,2382200
GWRS,7-Aug-20,10.75,11.32,10.75,11.32,26400
GXGX,7-Aug-20,10.24,10.28,10.17,10.22,19100
GXGXU,7-Aug-20,10.72,10.92,10.72,10.92,5500
GXGXW,7-Aug-20,1.54,1.54,1.35,1.4,21600
GXTG,7-Aug-20,35.35,35.35,35.11,35.11,4000
HA,7-Aug-20,12.94,13.16,12.6,13.16,768800
HAFC,7-Aug-20,9.49,10.13,9.18,10.11,234900
HAIN,7-Aug-20,33.76,33.9,33.6,33.86,291900
HALL,7-Aug-20,3.02,3.08,2.87,3.02,198300
HALO,7-Aug-20,29.19,29.48,28.61,28.97,745500
HAPP,7-Aug-20,2.4,2.41,2.28,2.4,334500
HARP,7-Aug-20,12.65,12.77,12.11,12.58,177100
HAS,7-Aug-20,76.48,76.76,75.59,76.75,543800
HAYN,7-Aug-20,20.34,21.49,20.29,21.46,89800
HBAN,7-Aug-20,9.23,9.68,9.17,9.66,7202500
HBANN,7-Aug-20,26.25,26.49,26.25,26.3805,5100
HBANO,7-Aug-20,25.57,25.605,25.57,25.59,27400
HBCP,7-Aug-20,23.38,24.35,23.38,24.1,8600
HBIO,7-Aug-20,4.03,4.25,3.911,4.19,317100
HBMD,7-Aug-20,9.73,10.1,9.73,9.94,51700
HBNC,7-Aug-20,10.47,10.9,10.29,10.87,121200
HBP,7-Aug-20,2.34,2.6,2.22,2.51,4544900
HBT,7-Aug-20,12.82,13.4,12.74,13.35,68000
HCAC,7-Aug-20,11.19,11.31,11.08,11.13,341000
HCACU,7-Aug-20,12.5,12.7,12.5,12.7,1400
HCACW,7-Aug-20,1.9,2.05,1.875,1.95,385100
HCAP,7-Aug-20,4,4.1,3.83,3.86,46600
HCAPZ,7-Aug-20,22.9501,23.05,22.95,22.9975,2600
HCAT,7-Aug-20,36.15,36.98,34.9287,35.87,1079000
HCCH,7-Aug-20,10.56,10.69,10.5,10.51,66200
HCCHR,7-Aug-20,0.689,0.69,0.625,0.6252,68300
HCCHW,7-Aug-20,1.13,1.14,1.047,1.05,25600
HCCI,7-Aug-20,15.05,15.71,15.05,15.6,35300
HCCO,7-Aug-20,10.6,11.39,10.42,10.59,617600
HCCOU,7-Aug-20,11.2,11.7,11.2,11.2,117300
HCCOW,7-Aug-20,1.8,1.98,1.68,1.79,379200
HCKT,7-Aug-20,13.38,13.55,13.27,13.535,103800
HCM,7-Aug-20,31.58,31.88,31.05,31.52,325600
HCSG,7-Aug-20,26.58,27.05,26.51,26.7,482200
HDS,7-Aug-20,36.86,37.38,36.67,37.36,401200
HDSN,7-Aug-20,1.13,1.28,1.12,1.2,286300
HEAR,7-Aug-20,18.31,19.2,18.12,18.37,848100
HEBT,7-Aug-20,15.58,16.69,15.49,16.13,156500
HEC,7-Aug-20,9.75,9.83,9.75,9.8,51900
HECCU,7-Aug-20,10.15,10.1998,10.1,10.19,86600
HECCW,7-Aug-20,0.85,0.85,0.8461,0.8461,105300
HEES,7-Aug-20,19.61,20.1,19.51,20.08,463400
HELE,7-Aug-20,200.79,201.75,199.16,201.26,93700
HEPA,7-Aug-20,4.35,4.7,4.32,4.39,1284300
HERO,7-Aug-20,26.45,26.45,25.763,26,174500
HEWG,7-Aug-20,27.49,27.61,27.47,27.6043,12700
HFFG,7-Aug-20,8.89,9.09,8.85,9.04,154200
HFWA,7-Aug-20,19.02,20.24,19.02,20.215,178000
HGSH,7-Aug-20,0.9,0.989,0.87,0.94,506000
HHR,7-Aug-20,21,21.44,20.825,21.27,65600
HHT,7-Aug-20,1.28,1.32,1.21,1.26,1032200
HIBB,7-Aug-20,24.61,25.2,24.13,24.86,324300
HIFS,7-Aug-20,176.73,178,176.73,178,3100
HIHO,7-Aug-20,2.9,3.23,2.7694,2.99,1572600
HIMX,7-Aug-20,3.98,4.11,3.97,4.03,695600
HJLI,7-Aug-20,0.3256,0.3739,0.312,0.3628,15827100
HJLIW,7-Aug-20,0.1,0.11,0.1,0.11,67100
HLAL,7-Aug-20,29.29,29.42,29.1678,29.3185,6900
HLG,7-Aug-20,50.05,50.05,49,49.44,3500
HLIO,7-Aug-20,41.16,42.33,40.74,42.21,103400
HLIT,7-Aug-20,6.47,6.73,6.44,6.65,657500
HLNE,7-Aug-20,72.06,74.2,72.06,72.64,170800
HMHC,7-Aug-20,2.87,2.89,2.74,2.83,3752500
HMNF,7-Aug-20,14.025,14.31,14.025,14.31,500
HMST,7-Aug-20,27.56,28.96,27.49,28.95,135400
HMSY,7-Aug-20,31.86,33.25,30.19,31.1,1223900
HMTV,7-Aug-20,8.52,8.76,8.44,8.75,33300
HNDL,7-Aug-20,25.47,25.47,25.0301,25.0903,45300
HNNA,7-Aug-20,8.2,8.85,8,8.1501,16200
HNRG,7-Aug-20,0.87,0.87,0.7841,0.8499,290500
HOFT,7-Aug-20,21.55,22.225,21.55,21.81,61400
HOFV,7-Aug-20,5.5,5.87,5.36,5.67,135500
HOFVW,7-Aug-20,0.86,1,0.8502,1,903900
HOLI,7-Aug-20,12.3,12.5,12.11,12.16,240000
HOLUU,7-Aug-20,10,10.1,10,10.1,155400
HOLX,7-Aug-20,70.3,71.3,68.0818,68.55,3146400
HOMB,7-Aug-20,16.32,17.45,16.3,17.43,755200
HONE,7-Aug-20,8.68,9.05,8.43,9.04,272800
HOOK,7-Aug-20,10.7,10.98,10.7,10.76,24900
HOPE,7-Aug-20,8.34,8.8,8.27,8.78,1276600
HOTH,7-Aug-20,2.77,2.7807,2.735,2.76,123500
HQI,7-Aug-20,6.0202,6.0999,6.02,6.0999,2400
HQY,7-Aug-20,51.5,52.275,50.78,51.31,644800
HROW,7-Aug-20,5.75,5.87,5.65,5.87,55300
HRTX,7-Aug-20,15.52,15.87,15.15,15.31,876700
HRZN,7-Aug-20,12.1,12.17,12.06,12.14,143300
HSAQ,7-Aug-20,12.35,12.35,11.82,11.9,31900
HSDT,7-Aug-20,0.568,0.5798,0.5186,0.5351,570900
HSIC,7-Aug-20,66.71,67.84,66.61,67.8,1332800
HSII,7-Aug-20,20.32,21.25,20.23,21.24,112600
HSKA,7-Aug-20,103.73,107.115,103.73,105,36200
HSON,7-Aug-20,9.82,9.82,9.82,9.82,200
HSTM,7-Aug-20,22.27,22.495,22.19,22.34,94300
HSTO,7-Aug-20,2.95,2.95,2.7,2.74,25700
HTBI,7-Aug-20,13.8,14.95,13.8,14.95,47300
HTBK,7-Aug-20,6.76,7.23,6.7,7.22,282800
HTBX,7-Aug-20,2.15,2.2,2.1,2.17,11506200
HTGM,7-Aug-20,0.63,0.6525,0.615,0.6346,2183700
HTHT,7-Aug-20,34.95,35.79,34.735,35.28,395500
HTIA,7-Aug-20,20.4,21.73,20.4,20.6,2900
HTLD,7-Aug-20,20.17,20.705,20.17,20.5,341000
HTLF,7-Aug-20,32.14,34.08,32.14,34.02,84800
HTLFP,7-Aug-20,26.7,26.86,26.57,26.86,23600
HUBG,7-Aug-20,52.87,54.67,52.72,54.66,137800
HUGE,7-Aug-20,3.1,3.15,2.9301,3.09,289200
HUIZ,7-Aug-20,8.69,9.17,8.5,9.17,33000
HURC,7-Aug-20,28.3384,29.8,28.3384,29.77,4900
HURN,7-Aug-20,46.09,46.75,45.98,46.46,116600
HUSN,7-Aug-20,0.56,0.58,0.541,0.5455,250400
HVBC,7-Aug-20,12.5,12.5,12.1819,12.1819,1100
HWBK,7-Aug-20,15.87,16.27,15.15,15.85,11100
HWC,7-Aug-20,19.16,20.48,19.06,20.47,352700
HWCC,7-Aug-20,2.6,2.6,2.5,2.59,17900
HWCPL,7-Aug-20,25.47,25.6,25.46,25.6,4400
HWCPZ,7-Aug-20,26.33,26.4,26.265,26.35,9200
HWKN,7-Aug-20,50.99,53.44,50.99,53.28,49300
HX,7-Aug-20,0.73,0.73,0.695,0.7173,66000
HYAC,7-Aug-20,10.2057,10.215,10.15,10.16,542700
HYACW,7-Aug-20,1.3,1.3,1.25,1.25,1300
HYLS,7-Aug-20,47.55,47.7199,47.5,47.57,244500
HYMC,7-Aug-20,15.82,15.82,15.04,15.47,88300
HYMCW,7-Aug-20,3.72,3.8999,3.5,3.5868,522300
HYRE,7-Aug-20,3.6,3.73,3.5018,3.62,125700
HYXE,7-Aug-20,51.5782,51.63,51.51,51.5399,3800
HYZD,7-Aug-20,21.04,21.1215,20.97,20.97,11700
HZNP,7-Aug-20,71.79,78.93,71.6,76.06,11514600
IAC,7-Aug-20,131,134.44,130.73,133.05,743400
IART,7-Aug-20,47.8,48.215,47.19,48.09,362100
IBB,7-Aug-20,136.27,137.04,134.96,136.23,2705300
IBBJ,7-Aug-20,25.03,25.21,24.76,24.8978,3800
IBCP,7-Aug-20,14.12,15.03,14.0598,14.97,66100
IBKR,7-Aug-20,50.79,51.26,50.37,51.21,267100
IBOC,7-Aug-20,31.63,33.22,31.3435,33.21,136700
IBTB,7-Aug-20,25.59,25.59,25.58,25.58,11700
IBTD,7-Aug-20,25.78,25.78,25.76,25.765,700
IBTE,7-Aug-20,26.05,26.05,26.03,26.03,500
IBTF,7-Aug-20,26.26,26.26,26.24,26.24,700
IBTG,7-Aug-20,26.42,26.42,26.39,26.39,1800
IBTH,7-Aug-20,26.59,26.59,26.5294,26.5294,1600
IBTI,7-Aug-20,26.76,26.76,26.7341,26.7341,800
IBTJ,7-Aug-20,26.86,26.86,26.81,26.81,1200
IBTX,7-Aug-20,45.2,47.42,44.84,47.42,277700
IBUY,7-Aug-20,91.27,93.585,90.32,91.95,372500
ICAD,7-Aug-20,10.44,10.54,10.06,10.4,188700
ICBK,7-Aug-20,18.86,19.44,18.53,19.34,3500
ICCC,7-Aug-20,5.69,5.69,5.3701,5.523,11100
ICFI,7-Aug-20,70.85,72.64,68.74,72.04,89400
ICHR,7-Aug-20,31.88,32,29.64,30.25,442700
ICLK,7-Aug-20,7.79,7.9,7.31,7.8,819600
ICLN,7-Aug-20,15.64,16.025,15.61,15.88,1804500
ICLR,7-Aug-20,189.12,190.71,187.3,189.91,141900
ICMB,7-Aug-20,3.2,3.2,3.15,3.16,12400
ICON,7-Aug-20,1.1,1.14,1.0711,1.12,127600
ICPT,7-Aug-20,47.18,49.25,46.2,48.75,719300
ICUI,7-Aug-20,177.37,179.25,176.535,177.7,101200
IDCC,7-Aug-20,63.22,64.21,62.21,63.24,218200
IDEX,7-Aug-20,1.67,1.67,1.51,1.63,10203100
IDLB,7-Aug-20,26.309,26.3587,26.309,26.3587,100
IDN,7-Aug-20,7.77,8.125,7.7,7.91,146600
IDRA,7-Aug-20,2.01,2.15,1.9902,2.09,145100
IDXG,7-Aug-20,6.52,6.67,6.28,6.36,193000
IDXX,7-Aug-20,387.96,392.305,377.72,381.76,566900
IDYA,7-Aug-20,11.61,12.95,11.61,12.51,124600
IEA,7-Aug-20,3.27,3.42,3.22,3.34,141200
IEAWW,7-Aug-20,0.099,0.1,0.0875,0.0875,52300
IEC,7-Aug-20,8.75,8.96,8.69,8.79,23200
IEF,7-Aug-20,122.83,122.9,122.49,122.53,2363300
IEI,7-Aug-20,134,134.03,133.84,133.85,502200
IEP,7-Aug-20,52.35,54,52.29,53.61,138900
IESC,7-Aug-20,24.99,27.48,24.4104,27.48,88700
IEUS,7-Aug-20,50.8993,51.2325,50.8993,51.2143,5700
IFEU,7-Aug-20,34.94,35.15,34.94,35.15,200
IFGL,7-Aug-20,24.01,24.12,23.945,24.12,49600
IFMK,7-Aug-20,0.9,1.19,0.88,1.09,2550300
IFRX,7-Aug-20,4.95,5.02,4.84,4.97,363200
IFV,7-Aug-20,18.59,18.66,18.5,18.65,52700
IGF,7-Aug-20,39.59,40.03,39.58,40.03,136800
IGIB,7-Aug-20,61.59,61.6369,61.41,61.51,994700
IGIC,7-Aug-20,6.62,6.7,6.56,6.7,1600
IGMS,7-Aug-20,52.32,53.9,51.03,52.23,76400
IGOV,7-Aug-20,53.41,53.5,53.26,53.35,147600
IGSB,7-Aug-20,55.04,55.055,55.01,55.02,2167300
IHRT,7-Aug-20,8.21,8.24,7.91,8.04,945700
III,7-Aug-20,2.09,2.13,2.0518,2.12,50500
IIIN,7-Aug-20,19.18,19.86,19.18,19.85,61000
IIIV,7-Aug-20,25.83,26.54,25.09,26.03,111100
IIN,7-Aug-20,11.8,11.8,11.55,11.66,21100
IIVI,7-Aug-20,52,52.9396,50.6,51.81,856500
IJT,7-Aug-20,184.39,187.46,184.39,187.45,54100
IKNX,7-Aug-20,3.75,3.75,3.75,3.75,7700
ILMN,7-Aug-20,343,360.69,343,355.66,4266300
ILPT,7-Aug-20,21.6,21.84,21.57,21.7,204100
IMAB,7-Aug-20,29.79,30.97,29,30.08,67100
IMAC,7-Aug-20,1.37,1.41,1.3,1.31,353600
IMACW,7-Aug-20,0.23,0.29,0.23,0.2301,14700
IMBI,7-Aug-20,4.37,4.6,4.29,4.6,18500
IMGN,7-Aug-20,3.91,4.1297,3.87,4.055,1771900
IMKTA,7-Aug-20,40.38,43.21,40.38,42.97,124100
IMMP,7-Aug-20,1.3,1.31,1.28,1.31,111000
IMMR,7-Aug-20,7.15,8.15,7.15,7.93,1384800
IMMU,7-Aug-20,43.4,43.7,42.29,42.95,1107400
IMOS,7-Aug-20,21.65,21.75,21.54,21.73,25100
IMRA,7-Aug-20,20,20.55,20,20.46,8900
IMRN,7-Aug-20,11,11.7399,10.7,10.97,510100
IMRNW,7-Aug-20,2.9003,2.9003,2.83,2.83,1600
IMTE,7-Aug-20,4.5,4.81,3.91,4.01,143500
IMTX,7-Aug-20,11.07,11.34,10.57,11.06,172800
IMTXW,7-Aug-20,3.15,3.6,3.01,3.6,11800
IMUX,7-Aug-20,18.62,19,17.82,18.7,633600
IMV,7-Aug-20,5.05,5.147,4.95,5.11,684900
IMVT,7-Aug-20,25.74,27.5,25.15,27.16,253600
IMXI,7-Aug-20,16.6,17.875,16.52,17.59,216100
INBK,7-Aug-20,14.43,14.64,13.99,14.64,75400
INBKZ,7-Aug-20,22.77,22.8,22.36,22.36,1500
INCY,7-Aug-20,97.25,98.35,95.93,96.93,760500
INDB,7-Aug-20,65.07,68.53,64.9,68.52,83300
INDY,7-Aug-20,33.65,33.96,33.65,33.93,27200
INFI,7-Aug-20,0.99,0.995,0.96,0.9801,327900
INFN,7-Aug-20,8.8,8.89,8.15,8.32,4336200
INGN,7-Aug-20,34.16,35.34,33.93,34.9,192200
INMB,7-Aug-20,11.42,11.4974,10.53,10.66,386400
INMD,7-Aug-20,30.84,32.2,30.77,31.77,320200
INO,7-Aug-20,20.18,21.05,19.9,20.22,9754000
INOD,7-Aug-20,1.48,1.49,1.45,1.47,199000
INOV,7-Aug-20,25.2,25.48,24.805,25.36,523600
INPX,7-Aug-20,1.44,1.44,1.35,1.39,4625700
INSE,7-Aug-20,3.47,3.67,3.42,3.65,68800
INSG,7-Aug-20,12.16,12.1742,11.415,12.08,7154900
INSM,7-Aug-20,29.23,32.045,29.2,30.74,1184300
INSU,7-Aug-20,11.5,11.5,11.05,11.35,176800
INSUW,7-Aug-20,2.72,2.72,2.22,2.35,28500
INTC,7-Aug-20,48.53,48.65,47.7,48.03,36765200
INTG,7-Aug-20,26.01,27,26.01,26.99,500
INTU,7-Aug-20,311.39,312.425,306.22,309.43,752000
INVA,7-Aug-20,13.35,13.57,13.32,13.51,463300
INVE,7-Aug-20,5.15,5.15,4.9,5.02,186500
INWK,7-Aug-20,2.78,2.81,2.765,2.81,335900
INZY,7-Aug-20,22.36,23,21.4882,22.41,98000
IONS,7-Aug-20,56.45,56.7571,55.22,56.21,1217100
IOSP,7-Aug-20,76.6,79.06,76.57,78.99,60600
IOVA,7-Aug-20,31.32,31.6262,28.67,29.22,1657300
IPAR,7-Aug-20,43.39,44.48,42.86,44.47,100900
IPDN,7-Aug-20,1.55,1.63,1.41,1.5,909000
IPGP,7-Aug-20,164.54,164.54,161.22,163.26,392800
IPHA,7-Aug-20,6.28,6.28,6.15,6.15,1400
IPKW,7-Aug-20,31.35,31.5494,31.35,31.5494,2000
IPLDP,7-Aug-20,25.55,25.55,25.45,25.5,12900
IPWR,7-Aug-20,7.35,7.5,6.5,7.01,91300
IQ,7-Aug-20,21.87,22.62,21.87,22.61,4783500
IRBT,7-Aug-20,74.95,78.65,71.2,71.6,1469800
IRCP,7-Aug-20,7.66,8.89,7.66,8.72,12700
IRDM,7-Aug-20,29.3,30,29,29.625,763200
IRIX,7-Aug-20,2,2.5,2,2.29,111800
IRMD,7-Aug-20,22.04,22.43,21.49,21.91,103400
IROQ,7-Aug-20,16.54,16.54,16.39,16.39,600
IRTC,7-Aug-20,189.81,217.58,187.5125,202.07,1179600
IRWD,7-Aug-20,10.09,10.34,10.02,10.2,2131200
ISBC,7-Aug-20,7.91,8.28,7.85,8.24,3353000
ISDX,7-Aug-20,22.71,22.83,22.7,22.83,7900
ISEE,7-Aug-20,4.29,4.44,4.27,4.43,555500
ISEM,7-Aug-20,23.91,23.91,23.77,23.77,1700
ISHG,7-Aug-20,82.2,82.2,81.96,82.045,1800
ISIG,7-Aug-20,0.8054,0.86,0.8001,0.8268,36100
ISNS,7-Aug-20,3.91,3.915,3.881,3.9,5200
ISRG,7-Aug-20,691.02,694.1,680.02,685.85,370100
ISSC,7-Aug-20,5.98,7.24,5.77,6.72,745600
ISTB,7-Aug-20,51.67,51.67,51.44,51.65,413300
ISTR,7-Aug-20,13.66,14.24,13.66,14.15,9800
ITCI,7-Aug-20,20.64,21.14,20.4,20.91,637100
ITI,7-Aug-20,5.02,5.06,4.91,5.02,164400
ITIC,7-Aug-20,125.0996,128.84,125.0996,127.95,5200
ITMR,7-Aug-20,28.9,28.9,25,25.07,28800
ITOS,7-Aug-20,28.37,29,26.2,27.91,230800
ITRI,7-Aug-20,65.25,67.08,65.17,67.06,179100
ITRM,7-Aug-20,1,1.03,0.97,1.03,469900
ITRN,7-Aug-20,13.86,14.2,13.62,14.16,24700
IUS,7-Aug-20,26.85,27.07,26.85,27.03,17600
IUSB,7-Aug-20,55.14,55.19,55.04,55.09,333600
IUSG,7-Aug-20,78.98,79.3554,78.285,78.81,316000
IUSS,7-Aug-20,22.83,23.17,22.83,23.17,3000
IUSV,7-Aug-20,54.74,55.6,54.74,55.58,574300
IVA,7-Aug-20,11.41,11.94,10.775,11.87,220300
IVAC,7-Aug-20,5.65,5.92,5.6496,5.83,32200
IXUS,7-Aug-20,57.99,58.13,57.8,58.13,618200
IZEA,7-Aug-20,1.65,1.68,1.52,1.6,13365600
JACK,7-Aug-20,84.68,85.72,81.57,82.04,726600
JAGX,7-Aug-20,0.79,0.8,0.735,0.745,3323500
JAKK,7-Aug-20,5.13,5.25,5.02,5.2,386100
JAMF,7-Aug-20,39.5,40.4,39.2031,40.24,698000
JAN,7-Aug-20,4.66,5.2,3.97,4.16,851300
JAZZ,7-Aug-20,125.87,127.17,125.03,126.08,764000
JBHT,7-Aug-20,133.11,136.05,133.11,135.95,962400
JBLU,7-Aug-20,10.69,10.81,10.57,10.76,7311700
JBSS,7-Aug-20,87.21,89.47,87.21,89.24,50900
JCOM,7-Aug-20,59.84,61.49,59.82,61.37,906800
JCS,7-Aug-20,4.84,4.97,4.84,4.96,7300
JCTCF,7-Aug-20,7.3,7.4191,7.3,7.4191,800
JD,7-Aug-20,63.13,63.6,60.74,62.06,14099100
JFIN,7-Aug-20,3.68,3.74,3.5202,3.69,303700
JFK,7-Aug-20,10.3,10.44,10.3,10.3,157400
JFKKR,7-Aug-20,0.83,0.8799,0.7338,0.83,77700
JFKKU,7-Aug-20,11.8,13.9987,11.8,12.02,8600
JFKKW,7-Aug-20,0.75,0.8405,0.7485,0.78,57600
JFU,7-Aug-20,2.06,2.1,2.02,2.05,987500
JG,7-Aug-20,1.79,1.795,1.72,1.74,31100
JJSF,7-Aug-20,126.41,129.05,124.6,128.67,82400
JKHY,7-Aug-20,181.55,185.395,181.3,184,665200
JKI,7-Aug-20,132.37,133.95,132.37,133.95,4100
JMPNL,7-Aug-20,22,22.5,22,22.19,1400
JMPNZ,7-Aug-20,20.75,21.48,20.62,21.04,2800
JNCE,7-Aug-20,4.67,4.88,4.43,4.8,256800
JOBS,7-Aug-20,69.13,69.46,67.5,68.78,136900
JOUT,7-Aug-20,87.32,89.23,86.15,89.01,22000
JRJC,7-Aug-20,10.18,10.5202,10.18,10.34,25000
JRSH,7-Aug-20,4.47,4.6,4.465,4.6,1300
JRVR,7-Aug-20,45.32,47.29,45.21,46.99,148400
JSM,7-Aug-20,22.1088,22.5,22.1088,22.5,11100
JSMD,7-Aug-20,52.8,53.68,52.8,53.4,7300
JSML,7-Aug-20,49.93,50.0499,49.76,49.76,1900
JVA,7-Aug-20,3.25,3.25,3.0601,3.2128,28800
JYNT,7-Aug-20,13.75,16.32,13.65,16.24,265300
KALA,7-Aug-20,9.15,9.35,8.85,8.92,605500
KALU,7-Aug-20,66.01,66.89,64.4798,66.74,85200
KALV,7-Aug-20,11.23,11.65,11.15,11.6,34200
KBAL,7-Aug-20,11.14,11.56,11.14,11.55,118100
KBLMR,7-Aug-20,0.19,0.2,0.18,0.1855,15500
KBLMW,7-Aug-20,0.1518,0.1667,0.1518,0.1608,22500
KBSF,7-Aug-20,2.46,2.56,2.4001,2.46,52000
KBWB,7-Aug-20,38.48,39.93,38.28,39.89,237400
KBWD,7-Aug-20,13.74,14.05,13.62,14.05,147000
KBWP,7-Aug-20,58.84,60.96,58.84,60.9263,2600
KBWR,7-Aug-20,35,36.8403,35,36.8403,5200
KBWY,7-Aug-20,18.6,19.24,18.6,19.24,48700
KC,7-Aug-20,36.27,36.49,32.74,33.46,1915000
KCAPL,7-Aug-20,24.3,24.35,24.12,24.35,1800
KE,7-Aug-20,13.23,14.055,13.23,13.98,44200
KELYA,7-Aug-20,16.71,17.06,16.55,16.96,117700
KEQU,7-Aug-20,10.66,10.9307,10.66,10.9307,400
KERN,7-Aug-20,6.65,6.8448,6.53,6.55,30300
KERNW,7-Aug-20,0.6475,0.6475,0.6475,0.6475,300
KFFB,7-Aug-20,6,6,6,6,100
KFRC,7-Aug-20,29.23,30.73,29.175,30.65,128700
